DQN (recompensa),A2C (recompensa),PPO (recompensa),DQN (tempo),A2C (tempo),PPO (tempo)
475.2 ± 25.3,482.7 ± 18.6,495.8 ± 15.2,0.15s,0.12s,0.14s
